8192 90111
807 808 8
807 4081 5
807 4470 4
807 2136 20
807 4407 20
807 5947 16
807 1679 4
807 1401 17
808 809 7
808 734 2
808 588 6
808 2971 6
808 127 8
808 6028 17
808 6106 9
808 4713 20
808 4659 17
808 192 10
809 810 6
809 3374 17
809 2426 3
809 3478 20
809 6692 10
809 4281 6
809 987 3
809 5759 18
810 811 18
810 7983 18
810 2780 7
810 6812 16
810 3664 18
810 2631 1
810 3961 10
810 5486 13
811 812 2
811 5935 16
811 5715 16
811 7006 5
811 6377 17
811 1489 7
811 2287 16
811 1710 4
811 3926 16
811 4289 12
811 3597 16
811 8143 17
812 813 8
812 7685 9
812 7516 2
812 320 4
812 4143 12
812 1676 10
812 7231 9
813 814 2
813 5908 18
813 1207 17
813 7973 5
813 5797 9
813 8056 18
813 8146 7
813 5494 2
813 4130 14
813 2259 13
813 1632 3
814 815 1
814 6497 18
814 447 20
814 5583 9
814 936 6
814 3898 16
814 242 4
814 5950 2
814 7177 15
814 5948 6
814 3059 1
814 546 10
814 5598 9
815 816 20
815 7423 1
815 4550 7
815 927 8
815 2612 14
815 2369 11
815 4501 16
815 3000 9
815 6258 18
815 1287 8
815 7926 2
816 817 19
816 4122 8
816 4009 9
816 3259 11
816 4652 11
816 4229 13
816 7931 3
816 1450 18
816 1561 18
816 2811 20
817 818 17
817 426 2
817 4320 16
817 7847 20
817 8089 1
817 6368 15
817 3997 4
817 6927 14
818 819 2
818 5406 12
818 1724 3
818 4077 3
818 5854 12
818 6965 15
818 6065 16
818 238 16
818 6353 4
818 6546 13
818 7343 18
819 820 8
819 6569 14
819 3795 10
819 7277 7
819 4568 16
819 5878 7
819 6586 19
819 8025 11
819 4985 9
820 821 7
820 1746 6
820 4828 14
820 3136 8
820 4544 17
820 6598 13
820 2209 16
820 7649 19
820 1540 11
820 3978 8
820 6615 15
820 2448 12
820 3836 12
820 586 9
820 5132 16
820 4838 16
820 6821 7
820 6145 8
820 2003 1
820 4392 20
820 1939 18
820 4672 5
820 2868 15
821 822 20
821 79 8
821 162 13
821 5767 2
821 139 17
821 6780 13
821 2193 7
821 6949 4
822 823 20
822 1283 13
822 5609 4
822 2887 19
822 7496 17
822 4031 7
822 1525 13
822 2122 9
822 5492 20
822 7737 11
822 5090 3
822 5237 6
822 3254 3
822 7131 2
822 3558 6
823 824 14
823 3454 8
823 2439 8
823 1922 8
823 116 6
823 834 18
823 643 12
823 6568 18
823 5871 20
823 4712 5
823 4175 1
823 6860 17
823 1148 18
823 2039 13
823 1257 16
823 1863 11
824 825 20
824 7704 6
824 5608 9
824 485 17
824 4322 9
824 4137 10
824 3458 14
824 5901 14
824 6936 19
824 4971 19
824 6236 10
824 8101 13
824 887 16
824 1203 5
825 826 10
825 6601 15
825 8025 17
825 4619 17
825 4341 4
825 2391 1
825 1067 2
825 233 5
825 613 17
826 827 12
826 4926 12
826 2312 19
826 6677 2
826 4525 10
826 5422 19
826 6325 9
826 4065 2
826 5592 2
826 5634 7
826 2545 14
826 4861 18
826 883 1
826 6766 7
826 5931 11
826 4339 11
827 828 10
827 2908 18
827 7207 9
827 3286 1
827 3096 17
827 5174 10
827 4898 3
827 7751 2
827 6405 8
828 829 13
828 5047 13
828 1313 17
828 1233 16
828 5405 10
828 7341 20
828 1141 3
828 2789 5
828 3612 1
828 3887 18
828 6875 5
828 815 9
829 830 2
829 6736 5
829 2445 13
829 619 16
829 2592 3
829 4201 5
829 5121 15
829 5829 7
829 4938 7
830 831 9
830 993 16
830 3654 8
830 618 7
830 4102 18
830 3806 11
830 2917 6
830 503 14
830 117 17
831 832 2
831 4715 15
831 1491 6
831 4855 16
831 6705 7
831 146 2
832 833 6
832 2851 7
832 1134 5
832 2469 11
832 1918 7
832 2093 19
832 2786 16
832 4228 20
832 4214 1
832 712 7
832 4079 7
832 221 20
833 834 13
833 10 2
833 3724 16
833 3663 13
833 6382 16
833 5411 5
833 444 17
833 1486 9
833 782 17
833 554 16
834 835 7
834 5898 1
834 4345 15
834 5038 15
834 848 7
834 8105 2
834 6556 15
834 5395 16
834 6334 9
834 2686 10
834 1744 6
834 5876 9
834 3906 13
835 836 12
835 6636 2
835 1120 1
835 2335 5
835 0 20
835 1876 1
835 3448 13
835 2623 15
835 398 8
835 2133 12
835 2732 17
835 2500 17
835 4562 8
836 837 14
836 3535 15
836 5976 9
836 6965 6
836 2737 5
836 6855 4
836 5813 12
836 297 11
836 2673 5
837 838 5
837 3694 15
837 8159 17
837 4525 2
837 3689 15
837 7168 15
837 7061 12
837 6412 20
837 326 19
838 839 16
838 4216 16
838 303 4
838 4917 12
838 3784 15
838 2733 4
838 7712 4
838 5113 9
838 8084 11
839 840 19
839 1875 17
839 4673 18
839 1442 6
839 1730 20
839 3763 3
839 5556 14
839 134 13
839 4998 10
840 841 16
840 5042 18
840 3868 6
840 147 11
840 1886 9
840 5573 20
840 7200 16
840 4379 17
840 5968 10
840 947 6
840 551 9
840 6481 17
840 613 3
841 842 16
841 64 13
841 3342 16
841 5983 1
841 7393 4
841 6191 14
841 6868 19
841 2416 20
841 1720 3
841 8077 1
841 4588 10
841 2156 7
841 1269 10
842 843 16
842 7667 2
842 2926 9
842 733 10
842 6759 11
842 622 2
842 6663 7
842 6172 1
842 1602 16
842 172 15
842 6286 3
842 6138 7
842 5787 8
842 5879 5
842 275 17
842 7924 15
842 2473 4
843 844 3
843 1789 2
843 5356 12
843 2536 1
843 4387 18
843 6606 4
843 1614 16
843 2440 12
843 7705 8
843 801 16
844 845 2
844 977 19
844 2687 7
844 1155 9
844 828 15
844 8084 4
844 6992 6
845 846 19
845 6541 2
845 6268 4
845 4309 4
845 96 20
845 6936 7
845 201 8
845 4632 7
845 2360 17
845 2227 8
845 5730 13
846 847 10
846 2410 6
846 4715 12
846 6110 13
846 6806 18
846 7614 5
846 8092 13
846 5875 10
846 7211 11
846 3276 9
847 848 20
847 4634 3
847 515 5
847 4569 12
847 6403 6
847 2691 13
847 5604 8
847 483 12
847 1773 10
847 3122 5
847 892 4
847 235 2
847 5915 11
847 4557 7
848 849 2
848 7910 15
848 818 11
848 5087 17
848 2375 4
848 646 16
848 2689 19
848 2932 8
848 1426 8
848 1823 10
848 3532 11
848 2403 1
848 1696 3
849 850 20
849 81 17
849 6784 1
849 98 11
849 7341 1
849 2734 9
849 339 20
849 3281 6
849 2486 4
849 3456 11
849 5612 16
849 543 20
849 6064 7
849 7242 9
850 851 11
850 3938 3
850 1064 15
850 7985 14
850 4122 8
850 6839 7
850 3515 2
850 6638 4
850 1063 11
850 6964 4
851 852 2
851 1960 20
851 4491 1
851 2851 2
851 3444 6
851 6914 6
851 6048 18
851 38 18
851 5145 2
851 1310 17
851 7877 8
852 853 9
852 3357 16
852 2201 1
852 771 7
852 7440 12
852 5255 10
852 2836 16
852 4586 1
852 3961 6
852 1387 1
852 2555 11
852 5752 12
852 2681 11
853 854 15
853 2570 14
853 2369 3
853 1633 3
853 8150 5
853 6860 1
853 6214 19
853 469 20
853 4687 14
853 4999 7
853 1496 11
853 1047 6
854 855 18
854 2990 2
854 2667 8
854 4531 19
854 5096 15
854 607 6
854 2348 10
854 6904 6
854 5438 15
854 5477 20
854 2327 15
854 6816 10
854 5169 17
855 856 11
855 3896 10
855 1980 15
855 180 18
855 525 2
855 3384 10
855 6590 5
855 467 3
855 1142 3
855 6053 2
856 857 8
856 1150 18
856 1301 16
856 2049 15
856 1194 12
856 1647 15
856 5182 16
856 1900 18
856 7783 17
856 4903 14
856 1766 6
856 5982 20
857 858 15
857 4217 9
857 5279 14
857 1396 6
857 6900 8
857 2292 2
857 382 17
857 386 2
857 731 16
858 859 3
858 5816 18
858 4788 17
858 2937 11
858 586 17
858 5105 5
858 7210 9
858 3383 18
858 87 6
858 2868 7
858 4910 1
858 985 13
859 860 20
859 3219 18
859 528 1
859 136 1
859 3264 1
859 6129 10
859 5491 10
859 1284 8
859 6977 6
859 5121 5
859 2683 6
859 1770 10
859 356 12
859 3477 13
859 5743 6
859 3523 11
859 4891 7
859 6037 19
859 55 13
860 861 3
860 6795 8
860 3621 3
860 1806 8
860 5167 3
860 3237 9
860 3005 3
860 1919 4
860 5482 2
860 6567 4
860 3012 2
860 1131 9
860 2404 6
861 862 14
861 5702 16
861 2545 3
861 7200 12
861 4941 20
861 7557 13
861 2042 1
861 3966 4
862 863 16
862 985 17
862 2447 1
862 754 7
862 5608 11
862 4555 13
862 2043 16
862 860 12
862 2203 13
862 6686 4
862 239 11
862 1210 10
862 5758 8
862 6047 2
862 480 8
863 864 17
863 1072 4
863 5848 2
863 3949 11
863 1982 16
863 6008 9
863 3070 18
863 2252 2
863 2113 9
863 3447 6
863 1022 8
863 6817 15
863 6937 15
863 7440 20
863 2076 3
863 834 8
864 865 13
864 8070 12
864 2482 4
864 1292 13
864 4614 14
864 6713 3
864 1794 14
864 7669 9
865 866 18
865 7380 14
865 3044 9
865 7374 1
865 6926 20
865 1482 15
866 867 3
866 386 13
866 7073 13
866 2415 14
866 6484 4
866 7094 20
866 7088 13
866 6389 12
866 862 19
866 2745 5
866 383 17
866 6587 15
866 681 5
866 4255 3
866 3270 8
867 868 17
867 5642 3
867 6735 13
867 1058 20
867 2349 10
867 5920 5
867 4476 20
867 7380 12
867 5893 1
867 159 17
868 869 2
868 4935 17
868 524 11
868 8087 3
868 8091 14
868 2022 7
868 5861 18
868 5404 16
869 870 9
869 7923 11
869 3742 17
869 526 10
869 5438 8
869 4303 12
869 406 15
869 6981 12
869 3310 1
869 2494 1
869 7612 1
869 1196 11
869 5982 11
869 5830 7
869 1814 6
869 977 20
869 2884 15
869 612 10
869 2141 17
869 1663 4
870 871 15
870 5524 10
870 5696 19
870 3845 7
870 2129 2
870 5195 16
870 6235 2
870 1006 18
870 2120 18
871 872 5
871 493 10
871 2257 5
871 4697 19
871 8029 12
871 2877 5
871 3215 5
871 2812 13
871 3308 7
871 1896 20
871 4573 17
871 4894 2
871 8024 9
872 873 2
872 2596 14
872 6813 7
872 1262 17
872 427 19
872 5796 6
872 5072 18
872 3775 13
872 1136 7
872 6107 6
872 4124 15
872 2442 13
872 4398 15
873 874 8
873 7248 8
873 4562 7
873 3425 12
873 7999 14
873 6384 19
873 1693 13
873 7991 4
873 5788 16
873 6024 19
873 3288 16
873 2094 9
873 3574 9
873 7968 9
873 4415 9
873 1355 6
873 2155 3
874 875 17
874 6881 20
874 7460 13
874 555 11
874 7817 12
874 7596 3
874 5664 2
874 3447 12
874 1346 11
874 5548 19
874 1747 3
874 5926 16
874 702 20
874 6941 11
875 876 18
875 8014 5
875 4236 14
875 6268 17
875 4867 16
875 5789 5
875 3930 9
875 5046 13
875 3887 5
875 5253 1
875 3974 4
875 1149 20
876 877 15
876 8115 15
876 2856 6
876 561 9
876 1291 16
876 1534 9
876 3266 7
876 1814 11
876 109 20
876 6855 12
877 878 3
877 3653 16
877 6131 7
877 1548 6
877 5261 8
877 234 12
877 4854 2
877 3430 3
877 4090 17
877 4623 9
878 879 2
878 3014 16
878 7933 15
878 7650 11
878 7261 11
878 6299 5
878 833 14
878 4881 13
878 5879 9
879 880 11
879 3227 3
879 5116 12
879 2516 5
879 6532 12
879 5604 13
880 881 2
880 378 1
880 5452 16
880 1322 4
880 7104 20
880 5758 13
880 865 19
880 5847 6
880 2926 20
881 882 5
881 5111 9
881 486 1
881 7655 4
881 4110 9
881 4084 12
881 5923 10
881 408 20
881 6442 18
881 2967 19
881 96 18
882 883 20
882 4032 16
882 1583 2
882 4620 16
882 652 19
882 7728 16
882 4450 12
883 884 12
883 4402 10
883 4333 8
883 69 5
883 4946 11
883 3929 2
883 2303 12
883 1783 20
883 853 11
883 5996 1
883 6720 16
883 4332 12
883 4375 8
883 2711 8
883 240 20
883 1413 9
884 885 8
884 1906 5
884 3876 14
884 2256 12
884 3042 7
884 1114 19
884 3097 16
884 4649 1
884 6622 10
884 1840 7
884 2153 10
884 842 8
884 2276 9
884 2930 11
884 1166 4
884 3619 9
884 1970 16
885 886 18
885 5512 11
885 2287 3
885 3658 1
885 3959 19
885 3510 2
885 6415 17
885 248 14
885 4658 2
886 887 8
886 2834 17
886 3067 11
886 4583 3
886 5057 13
886 4681 15
886 6615 3
886 1112 4
886 5194 6
886 3758 1
886 5484 20
886 3903 3
887 888 18
887 1157 17
887 6586 13
887 7672 8
887 4101 9
887 6787 16
887 4784 10
888 889 17
888 7546 20
888 8115 15
888 2635 13
888 2595 4
888 6426 2
888 3833 7
888 6479 4
888 4829 6
888 2129 12
888 5404 1
889 890 5
889 6446 10
889 3879 11
889 78 4
889 1834 8
889 8158 5
889 1282 1
889 5867 1
889 5680 17
889 4777 13
889 3297 9
889 4247 19
889 8184 3
889 1823 6
889 5386 13
889 6571 16
890 891 19
890 2120 16
890 5352 11
890 6394 20
890 5819 17
890 6427 8
890 5209 12
890 1775 2
890 2643 12
890 5395 15
890 4707 15
890 355 14
890 1368 4
891 892 19
891 2597 13
891 6523 11
891 5400 20
891 2917 16
891 5023 15
891 2194 20
891 1160 10
891 6483 7
891 1033 8
891 1686 10
891 4996 9
891 5383 6
891 8074 7
892 893 20
892 7471 13
892 822 1
892 1250 11
892 4174 3
892 7843 12
892 5874 6
893 894 12
893 6655 5
893 1627 2
893 2702 5
893 1040 14
893 3318 16
893 7661 2
893 4792 17
893 1228 10
893 3050 19
893 7232 14
893 246 6
893 4662 9
894 895 16
894 162 4
894 4825 10
894 2751 14
894 4168 2
894 6338 11
894 3479 12
894 7008 11
894 3088 9
894 7817 17
894 5913 6
895 896 8
895 7034 8
895 7163 16
895 7236 19
895 3954 9
895 5241 17
895 4687 4
896 897 8
896 3593 14
896 4676 9
896 6170 5
896 7797 15
896 4905 15
896 5869 4
896 2550 9
896 5768 14
896 5517 4
897 898 15
897 6155 16
897 7739 7
897 4573 6
897 5482 4
897 5966 16
897 4381 1
897 3974 13
898 899 2
898 6129 12
898 4892 10
898 6618 2
898 3972 17
898 2660 3
898 906 5
899 900 10
899 6815 16
899 7021 15
899 5712 6
899 7457 6
899 5938 20
900 901 16
900 6705 20
900 1816 15
900 7820 16
900 6896 4
900 7153 16
900 1096 2
901 902 8
901 2179 12
901 5001 13
901 8088 8
901 2018 15
901 3267 18
901 6694 14
901 8098 18
901 4558 13
901 68 17
901 2763 2
901 7307 12
902 903 12
902 5483 15
902 1810 12
902 759 14
902 6440 5
902 3814 18
902 7340 9
903 904 15
903 7541 8
903 4582 16
903 6157 16
903 285 12
903 5874 19
903 1448 18
903 6460 14
903 2637 6
903 2117 9
903 8074 6
903 8131 3
903 6012 15
903 2258 3
903 7970 13
903 4064 1
903 3532 12
903 4422 6
903 42 12
904 905 9
904 7600 9
904 2501 10
904 7901 5
904 3594 9
904 5890 11
904 989 14
904 5170 19
904 4995 11
905 906 5
905 4317 18
905 1701 18
905 3750 3
905 6909 16
905 4739 2
905 143 3
905 283 2
905 4335 11
906 907 19
906 1893 3
906 1873 17
906 2853 8
906 7304 9
906 2023 14
906 1776 3
906 7438 10
906 1983 11
906 120 20
906 3099 19
906 4929 13
907 908 7
907 7481 17
907 4659 18
907 3229 19
907 4478 2
907 5372 19
907 2068 14
907 1791 20
907 5253 14
907 794 11
907 457 2
907 7690 19
907 5735 13
908 909 3
908 3090 9
908 4456 16
908 6862 13
908 35 11
908 4173 14
908 4077 2
908 2836 16
908 8067 12
908 6006 19
908 2023 13
908 3660 11
909 910 9
909 6689 5
909 6130 12
909 5979 13
909 3905 5
909 1005 18
909 6883 10
909 5449 15
909 5090 13
909 5286 16
909 2611 2
909 4964 20
909 2621 13
909 3852 19
909 2753 6
909 2451 8
909 1891 8
909 6337 8
910 911 10
910 4503 1
910 7851 5
910 7166 16
910 2174 12
910 1782 1
910 4713 12
910 7092 20
910 1495 20
910 3023 4
910 2840 18
910 3907 6
910 6798 7
910 5523 15
910 683 7
911 912 6
911 3288 18
911 8122 5
911 6865 9
911 429 7
911 3536 7
912 913 1
912 2520 14
912 6291 18
912 4884 11
912 3967 6
912 5727 3
912 8009 17
912 5803 7
912 88 6
912 5394 5
912 2103 9
912 1594 7
912 4008 16
913 914 9
913 4409 15
913 1005 4
913 1088 10
913 396 9
913 1775 15
913 1495 3
913 6856 4
913 2324 16
913 3830 12
913 5253 2
913 2733 15
913 2518 7
913 7514 6
913 2516 7
914 915 10
914 4536 3
914 334 17
914 7110 4
914 5100 10
914 7001 15
914 2368 5
914 3415 4
914 3858 16
914 317 12
914 1696 6
914 925 16
914 7308 11
914 1478 8
914 1888 13
914 3725 13
915 916 12
915 6342 17
915 5945 3
915 452 20
915 7719 13
915 5134 19
915 492 10
915 6568 18
915 3742 4
915 2797 1
915 5160 11
915 4887 6
915 8092 20
916 917 2
916 6241 13
916 4143 7
916 4750 13
916 6504 19
916 2201 13
916 4783 10
916 1101 19
916 6695 20
916 3744 20
916 3065 19
916 1960 16
917 918 15
917 5703 3
917 783 5
917 4825 7
917 6829 17
917 7478 16
917 2780 7
917 7 13
917 1810 3
917 878 6
917 4919 4
917 793 5
917 7767 6
918 919 3
918 1292 8
918 179 14
918 174 16
918 1826 2
918 7770 18
918 5349 14
918 2232 16
918 4138 11
918 6497 7
918 3362 15
918 2756 6
918 2169 9
919 920 16
919 4886 9
919 6610 19
919 1525 19
919 6497 5
919 631 8
919 2120 3
919 447 16
919 4610 5
920 921 3
920 3891 7
920 5091 1
920 1629 2
920 4594 7
920 3659 12
920 7258 5
920 5281 2
920 2037 15
921 922 17
921 1105 15
921 6464 10
921 2861 9
921 4663 4
921 5017 17
921 6532 10
921 5798 7
921 4157 18
921 6060 3
921 4675 15
922 923 13
922 5013 9
922 5739 19
922 6816 10
922 2934 10
922 5569 14
922 4055 8
922 3064 11
922 6701 7
922 152 2
922 2031 6
922 982 19
923 924 15
923 7361 2
923 3157 10
923 1193 19
923 2969 17
923 6288 10
923 5312 4
923 5800 19
923 338 3
923 5495 13
924 925 15
924 4188 18
924 3973 11
924 3870 19
924 149 10
924 2514 12
924 4489 5
924 8145 3
924 2831 7
924 2073 5
924 5346 7
924 6783 19
924 7379 17
924 2117 3
924 3674 2
925 926 14
925 5974 10
925 5190 7
925 3024 12
925 281 17
925 4177 16
925 7261 12
925 204 1
926 927 12
926 4175 8
926 514 4
926 2680 18
926 583 10
926 2902 11
926 1208 7
926 6468 20
926 5780 4
926 23 16
926 7036 20
926 5374 7
926 4942 15
926 3542 7
927 928 5
927 4296 9
927 7433 16
927 1963 12
927 2386 1
927 5707 12
927 3922 20
927 1476 1
927 3221 12
927 4354 6
927 7821 7
927 7549 3
927 4433 11
927 3508 20
927 5076 1
928 929 20
928 2863 15
928 3717 14
928 1986 5
928 2431 4
928 2809 12
928 6305 18
928 2423 5
928 4636 3
928 3786 12
928 3147 5
928 8123 4
928 3529 18
928 7257 2
928 5726 7
928 3223 4
929 930 9
929 6801 11
929 1002 1
929 7827 14
929 850 20
929 7324 7
930 931 8
930 398 19
930 5499 17
930 7587 18
930 1642 12
930 4306 11
930 5719 8
931 932 10
931 2013 3
931 7714 16
931 6728 10
931 3542 17
931 811 7
931 515 4
931 3135 1
931 1386 20
931 7785 17
931 11 1
931 6167 20
931 2026 5
932 933 6
932 2370 18
932 7271 17
932 2295 4
932 1783 3
932 1750 10
932 4907 7
932 2840 7
932 7157 19
933 934 2
933 1484 14
933 3143 7
933 2874 13
933 7820 3
933 5456 1
933 4958 20
933 4134 15
933 2046 8
933 83 19
933 2558 9
933 5659 4
933 5197 1
933 4865 16
934 935 18
934 3611 5
934 3137 3
934 4119 18
934 7069 17
934 1017 14
934 1392 3
934 3599 8
934 4476 20
935 936 11
935 2905 19
935 4570 11
935 3956 3
935 7486 15
935 4093 6
935 4533 19
935 413 4
935 6258 13
935 1855 18
935 5997 9
935 361 18
936 937 5
936 1031 6
936 2600 16
936 2233 4
936 7097 14
936 4089 18
936 2268 19
937 938 9
937 2488 7
937 8041 3
937 8129 14
937 1455 7
937 2277 14
937 6977 6
937 3756 13
937 544 5
937 5448 8
937 4939 18
937 2689 3
937 3564 14
937 36 17
937 1611 19
938 939 20
938 2860 15
938 5553 20
938 1455 1
938 1556 20
938 1720 6
938 3556 8
938 4879 11
938 6124 9
939 940 17
939 7818 3
939 6276 17
939 2109 19
939 5584 17
939 6523 15
939 330 13
939 5039 8
939 7624 19
939 3162 5
939 6862 6
939 446 10
939 7986 16
939 5763 16
940 941 1
940 3361 18
940 5455 17
941 942 20
941 7036 2
941 1999 12
941 7967 19
941 5998 3
942 943 20
942 4969 2
942 393 12
942 1005 18
942 1749 4
942 3898 7
942 7695 10
943 944 12
943 7725 3
943 658 10
943 1912 5
943 6934 14
943 4077 2
943 6012 2
943 4259 12
944 945 1
944 7862 19
944 5212 5
944 627 7
944 6039 4
944 951 10
944 7197 12
944 640 18
944 1225 19
944 2629 11
944 2195 13
944 1204 14
944 2302 6
945 946 7
945 712 18
945 3040 7
945 7318 15
945 2623 11
945 7779 3
945 1363 10
945 4844 3
945 3478 2
945 1446 7
945 7184 19
945 2291 14
945 2917 12
945 6875 19
946 947 18
946 7587 7
946 4693 2
946 8060 17
946 7184 12
946 3779 10
946 2727 1
946 4510 17
946 2580 8
946 5870 6
946 251 18
946 4760 12
946 5108 20
946 2705 12
946 6347 17
946 7951 9
946 6129 10
946 6604 14
946 208 17
946 2986 19
947 948 1
947 7888 3
947 5434 14
947 5547 8
947 841 1
947 298 14
947 4613 13
947 7140 15
947 4363 6
948 949 11
948 7764 15
948 7535 19
948 4949 4
948 6427 6
948 4205 1
948 3684 3
948 2989 12
948 1071 8
949 950 19
949 5053 12
949 8131 11
949 2451 19
949 7492 17
949 6316 5
949 567 7
949 4931 1
949 7435 8
950 951 20
950 5284 1
950 4044 18
950 8108 2
950 1397 17
950 4708 20
950 6148 1
950 7505 9
950 4000 3
951 952 19
951 5401 12
951 7713 17
951 546 4
951 717 4
951 3637 17
951 2802 7
951 2191 13
952 953 2
952 902 20
952 8141 16
952 4627 18
952 6145 3
952 4071 6
953 954 6
953 1630 10
953 2842 12
953 2362 6
953 6024 3
953 5597 1
953 6131 2
953 1430 9
953 3118 11
953 5452 6
953 331 14
953 5343 8
953 1499 5
954 955 12
954 2830 6
954 4528 19
954 113 8
954 7735 11
954 5229 13
954 4049 9
954 223 19
954 4270 13
954 1645 13
955 956 14
955 4535 18
955 6799 7
955 3802 10
955 4209 14
955 6351 6
955 7960 4
956 957 20
956 2116 3
956 7873 6
956 6266 8
956 4816 9
956 1731 19
956 7479 5
956 2634 17
956 6727 12
956 1627 4
957 958 2
957 5717 20
957 7147 9
957 6920 4
957 5543 6
957 7811 4
957 5284 12
957 6542 10
957 38 9
957 7244 18
957 4601 4
957 1725 1
957 5291 5
957 3436 6
957 3614 14
958 959 11
958 6447 15
958 7945 3
958 1605 5
958 2589 15
958 85 19
958 5092 11
958 7842 13
958 6777 10
958 7251 19
958 2991 1
958 5750 2
958 6539 1
958 4651 1
958 3178 19
958 2184 9
958 3580 5
958 608 11
959 960 4
959 4976 6
959 8108 6
959 6140 11
959 3058 19
959 5398 12
959 3629 12
960 961 13
960 3826 8
960 3044 2
960 1306 2
960 2513 20
960 7529 9
960 1497 15
961 962 5
961 33 17
961 6871 6
961 6108 19
961 6819 4
961 5333 15
961 177 18
961 7521 3
962 963 14
962 238 6
962 4398 14
962 5688 17
962 7009 17
962 7004 10
962 3160 7
962 3682 11
962 4568 3
962 3523 8
962 6413 14
962 1105 3
962 1097 4
963 964 6
963 6010 13
963 6998 13
963 7396 2
963 6263 7
963 3535 11
963 1048 15
963 6116 19
963 4519 10
963 3020 5
963 898 13
963 2288 1
963 7985 19
963 5088 12
964 965 10
964 4892 19
964 7079 4
964 1579 12
964 3574 1
964 7418 13
965 966 20
965 4051 14
965 4793 3
965 5944 2
965 2141 15
965 6039 12
965 5134 2
965 1777 7
965 6953 3
965 3215 6
965 6383 18
965 5919 8
965 7874 16
966 967 13
966 5890 1
966 281 15
966 1009 12
966 283 9
966 6584 12
966 5355 7
966 4575 3
966 7983 8
966 5737 9
967 968 14
967 7196 18
967 3938 10
967 915 5
967 2621 14
967 6590 13
967 7072 13
967 3428 3
967 7493 16
967 7514 10
967 7898 6
967 1954 15
967 5556 7
967 1582 13
968 969 12
968 4481 9
968 3276 20
968 2983 4
968 2413 20
968 1952 9
968 5269 2
968 3854 17
968 6282 10
969 970 8
969 481 16
969 5038 6
969 7909 7
969 515 17
969 91 5
969 4651 7
969 4224 1
969 2179 20
969 3450 6
969 2708 4
969 2271 17
970 971 19
970 4090 15
970 5660 11
970 4710 8
970 2737 6
970 6566 9
971 972 15
971 643 14
971 614 19
971 5888 14
971 7040 9
971 1245 6
971 4568 10
971 7253 13
971 2613 20
971 2525 9
971 6158 3
971 4788 6
971 5084 5
971 3806 10
971 6364 1
972 973 1
972 2146 1
972 7297 3
972 6575 7
972 1137 6
972 1157 3
972 363 18
972 3594 19
972 6825 5
973 974 19
973 5883 17
973 1803 5
973 297 7
973 1242 16
973 4232 12
973 3286 2
973 3281 11
974 975 6
974 7250 12
974 5370 7
974 3551 13
974 5815 3
974 2518 12
974 6228 13
974 5149 10
974 1776 4
974 649 5
974 1434 3
974 1310 20
975 976 20
975 1122 2
975 1381 19
975 5477 6
975 3158 1
975 2820 3
975 1730 6
975 4679 15
976 977 20
976 6777 13
976 2922 7
976 7231 16
976 931 2
976 7599 20
976 1753 20
976 4532 9
976 6767 2
977 978 2
977 2132 12
977 2028 20
977 5251 2
977 5616 13
978 979 18
978 6999 1
978 2639 10
978 7243 6
978 3970 12
978 1806 9
978 2349 7
978 4032 19
978 3750 10
979 980 8
979 689 10
979 7841 7
979 5225 19
979 3300 3
980 981 10
980 7273 17
980 7439 19
980 6702 3
980 5368 10
980 1012 19
980 4726 15
980 7327 14
980 3588 10
